,0,1,2,3
Unnamed: 0,Metals,Precious Metal,avg,sum
Jan 2018,136.611508213754,107.897608185431,122.254558199593,244.509116399185
Feb 2018,137.619065520228,107.425183375005,122.522124447617,245.044248895233
Mar 2018,132.46644058924,106.596105046589,119.531272817914,239.062545635829
Apr 2018,133.89184750269,107.172169576693,120.532008539692,241.064017079383
May 2018,134.349342495601,104.851148721432,119.600245608517,239.200491217033
Jun 2018,135.314499108961,103.308459919531,119.311479514246,238.622959028492
Jul 2018,126.908341396209,99.5769692453459,113.242655320777,226.485310641555
Aug 2018,125.099540790902,96.5570852670895,110.828313028996,221.656626057992
Sep 2018,124.524515016066,96.5043184734799,110.514416744773,221.028833489546
Oct 2018,127.684756620176,98.1981403334562,112.941448476816,225.882896953632
Nov 2018,125.888494154108,98.8185889120126,112.35354153306,224.707083066121
Dec 2018,123.089526759239,101.057850920865,112.073688840052,224.147377680104
Jan 2019,124.918610029016,104.843003035164,114.88080653209,229.76161306418
Feb 2019,134.632465960837,107.448458037551,121.040461999194,242.080923998388
Mar 2019,136.281541307027,106.381640260249,121.331590783638,242.663181567276
Apr 2019,139.85857412069,104.850628481872,122.354601301281,244.709202602562
May 2019,138.985526694699,104.08160246514,121.533564579919,243.067129159839
Jun 2019,141.422005484341,109.873576161054,125.647790822698,251.295581645395
Jul 2019,147.802520089795,114.483063974398,131.142792032097,262.285584064193
Aug 2019,133.252430383235,120.670505405356,126.961467894296,253.922935788591
Sep 2019,134.764775832011,122.838842614821,128.801809223416,257.603618446832
Oct 2019,132.537083408548,121.844422967574,127.190753188061,254.381506376122
Nov 2019,128.298930698285,120.129597012208,124.214263855247,248.428527710493
Dec 2019,131.089498856024,121.178249363879,126.133874109952,252.267748219903
Jan 2020,133.020279001381,129.019731795068,131.020005398224,262.040010796449
Feb 2020,125.753564390326,132.716503205874,129.2350337981,258.4700675962
Mar 2020,121.520184775365,128.837025328084,125.178605051725,250.357210103449
Apr 2020,116.048811255696,135.14754347565,125.598177365673,251.196354731346
May 2020,121.213033268882,137.298252639485,129.255642954184,258.511285908367
Jun 2020,132.284594213459,139.108767673039,135.696680943249,271.393361886498
Jul 2020,139.966794330488,148.492265170479,144.229529750483,288.459059500967
Aug 2020,149.071946023128,160.2977547426,154.684850382864,309.369700765728
Sep 2020,152.015973992776,157.139727709749,154.577850851262,309.155701702525
Oct 2020,150.993847554134,155.116491502322,153.055169528228,306.110339056456
Nov 2020,158.157983355345,152.634930252773,155.396456804059,310.792913608118
Dec 2020,180.073386938995,152.772232441565,166.42280969028,332.84561938056
Jan 2021,189.541045671626,154.273281159971,171.907163415798,343.814326831597
Feb 2021,192.655420372606,150.938806285694,171.79711332915,343.5942266583
Mar 2021,198.608740682225,144.482580470351,171.545660576288,343.091321152576
Apr 2021,208.124387674345,148.863921182257,178.494154428301,356.988308856602
May 2021,229.07054826365,156.536111715164,192.803329989407,385.606659978814
Jun 2021,237.387094675019,153.922129548138,195.654612111579,391.309224223157
Jul 2021,238.781037032482,151.485572446282,195.133304739382,390.266609478764
Aug 2021,212.235540572793,148.158525627724,180.197033100259,360.394066200517
Sep 2021,191.430068418133,145.543701175589,168.486884796861,336.973769593722
Oct 2021,196.475390059379,145.241815553083,170.858602806231,341.717205612462
Nov 2021,180.057244334368,148.661803975066,164.359524154717,328.719048309434
Dec 2021,190.583962763804,144.551995603265,167.567979183535,335.135958367069
Jan 2022,208.893385399513,147.999149465645,178.446267432579,356.892534865158
Feb 2022,216.644608606782,152.441035845283,184.542822226033,369.085644452065
Mar 2022,233.428477637131,160.43014550429,196.929311570711,393.858623141421
Apr 2022,231.435845768347,157.894007039549,194.664926403948,389.329852807896
May 2022,208.08617100072,149.927321450258,179.006746225489,358.013492450978
Jun 2022,200.262240127112,148.240500855455,174.251370491283,348.502740982567
Jul 2022,172.466826405435,140.334613303352,156.400719854394,312.801439708787
Aug 2022,174.737240846004,143.263674949076,159.00045789754,318.00091579508
Sep 2022,165.864220053904,137.062372838214,151.463296446059,302.926592892118
Oct 2022,161.612637127496,136.059120415797,148.835878771646,297.671757543293
Nov 2022,169.005519757853,140.510205466333,154.757862612093,309.515725224186
Dec 2022,184.304373532934,145.809430284498,165.056901908716,330.113803817432
